Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
2013,0.215366,0.021965,6223,498,46,58,0.324924,498,28895,2590,14780,3633,14115,70231,0,22471,0,13814,747,1577,1275,2284,0.2706,9480,5125,5821,14675,0.4903,0.4012,0.1086,0.0998,0.2814,0.4931,111,267,120,47,121,61,2514,2774,3215,2984,1656,863,774,2433,2673,3009,2739,1404,861,996,3,45,59,47,22,9,9,22,95,99,54,29,3,2,3,76,495,873,629,319,195,24,293,928,1196,686,335,171,
2014,0.214497,0.019560,6380,457,40,64,0.349530,457,29744,2624,15205,3756,14539,78903,0,24207,0,14141,814,1647,1416,2420,0.3171,9798,5374,6121,15114,0.4905,0.4006,0.1089,0.0990,0.2808,0.4907,108,230,119,63,119,67,2573,2828,3354,3041,1713,929,767,2443,2814,3105,2817,1496,864,1000,2,37,75,45,16,6,6,18,88,82,57,12,9,4,2,77,490,877,645,340,193,27,285,950,1230,742,339,183,
2015,0.211545,0.017807,6479,430,34,46,0.400216,430,30627,2640,15648,3839,14979,87762,0,25545,0,14417,933,2158,1660,3144,0.3566,10087,5652,6452,15604,0.4895,0.4008,0.1097,0.0981,0.2775,0.4769,108,227,95,70,139,69,2639,2881,3450,3185,1775,955,763,2552,2861,3196,2904,1554,897,1015,4,29,60,42,23,13,2,22,83,78,52,14,6,2,5,60,482,893,660,351,189,35,269,939,1271,765,351,209,
2016,0.206891,0.014974,6533,375,28,37,0.447268,375,31577,2599,16080,3934,15497,96916,0,26582,0,14730,1012,2139,1910,3247,0.3914,10377,5926,6773,16085,0.4902,0.4004,0.1094,0.0965,0.2714,0.4654,90,202,83,57,146,71,2686,2968,3525,3293,1850,1004,754,2668,2935,3292,3037,1595,945,1025,3,18,43,38,14,4,2,18,76,79,60,15,3,2,6,56,418,902,661,364,192,26,257,947,1324,786,378,216,
2017,0.201354,0.012943,6545,336,34,28,0.495798,336,32505,2567,16511,3978,15994,106389,0,27258,0,15287,1086,2567,2159,3978,0.4260,10724,6196,7097,16562,0.4903,0.4007,0.1091,0.0943,0.2625,0.4578,84,156,96,59,143,68,2687,3060,3619,3419,1925,1030,771,2791,2967,3419,3158,1651,974,1034,1,25,43,35,13,10,1,22,71,58,35,17,4,1,2,58,393,880,667,385,182,24,244,917,1356,808,403,226,
2018,0.196638,0.012430,6597,335,32,29,0.521904,335,33549,2567,17020,4030,16529,116164,0,27762,0,15733,1128,2567,2315,4030,0.4506,11070,6429,7380,17009,0.4898,0.4005,0.1097,0.0923,0.2548,0.4501,76,165,94,52,130,51,2777,3115,3692,3580,1995,1061,800,2902,3045,3515,3302,1725,973,1067,0,23,38,32,27,12,2,18,59,71,38,9,5,1,1,54,348,878,693,393,200,26,226,892,1392,841,408,245,
2019,0.193522,0.013483,6692,376,30,42,0.533025,376,34580,2562,17526,4130,17054,126287,0,28256,0,16240,1155,2562,2412,4130,0.4767,11401,6674,7661,17452,0.4889,0.4008,0.1104,0.0910,0.2493,0.4450,83,175,118,58,119,68,2825,3218,3751,3764,2047,1079,842,2957,3101,3645,3472,1795,989,1095,3,17,45,41,26,4,3,16,82,75,44,12,7,1,3,43,335,865,719,378,219,20,228,889,1424,879,425,265,
2020,0.189903,0.013753,6767,397,39,52,0.542633,397,35634,2515,18049,4252,17585,136754,0,28756,0,16809,1154,2515,2518,4252,0.5012,11674,6953,7983,17926,0.4890,0.4010,0.1100,0.0894,0.2425,0.4450,92,177,128,61,141,77,2912,3296,3841,3897,2149,1110,844,2964,3258,3719,3625,1884,1026,1109,2,17,39,43,17,3,2,18,81,87,59,20,7,2,3,38,312,851,717,384,210,23,224,858,1494,929,451,273,
2021,0.185452,0.011004,6807,329,29,37,0.554282,329,36705,2502,18585,4305,18120,147591,0,29297,0,17415,1161,2502,2612,4305,0.5220,12034,7205,8272,18377,0.4884,0.4014,0.1102,0.0867,0.2361,0.4382,67,156,106,65,115,72,3000,3314,3958,4031,2264,1146,872,2995,3377,3834,3716,2010,1043,1145,1,18,44,36,12,3,2,14,63,73,45,15,3,0,4,34,291,843,722,393,215,22,202,849,1494,975,476,287,
2022,0.183299,0.012571,6945,389,35,45,0.562419,389,37889,2527,19209,4418,18680,158840,0,29785,0,17983,1182,2527,2724,4418,0.5371,12382,7413,8523,18797,0.4891,0.4006,0.1102,0.0849,0.2322,0.4419,77,181,131,48,109,51,3102,3389,4074,4193,2332,1212,907,3010,3521,3934,3861,2104,1073,1177,2,16,50,48,16,6,2,15,64,97,48,17,5,3,4,28,279,852,721,411,232,16,214,854,1509,1024,493,308,
2023,0.178780,0.010328,6998,332,22,32,0.577308,332,39143,2531,19895,4467,19248,170476,0,30272,0,18628,1194,2531,2846,4467,0.5508,12685,7653,8802,19233,0.4890,0.4004,0.1107,0.0817,0.2267,0.4343,53,172,107,54,122,64,3258,3484,4159,4343,2429,1276,946,3072,3610,4042,3991,2236,1108,1189,2,14,48,37,15,7,1,9,64,68,48,13,5,1,1,35,264,837,711,433,250,12,213,813,1531,1066,514,318,
2024,0.175890,0.011097,7097,369,30,47,0.583627,369,40349,2534,20504,4563,19845,182522,0,30762,0,19248,1202,2534,2940,4563,0.5630,12949,7878,9072,19681,0.4882,0.3997,0.1121,0.0801,0.2215,0.4308,77,174,118,48,128,49,3327,3577,4273,4527,2492,1320,988,3133,3678,4159,4159,2331,1169,1216,2,12,48,46,14,8,1,8,76,79,53,17,2,3,1,27,275,808,715,446,262,12,205,800,1548,1115,545,338,
2025,0.172447,0.010013,7180,345,27,45,0.602786,345,41636,2501,21157,4679,20479,194813,0,31268,0,19813,1253,2501,3075,4679,0.5741,13353,8086,9334,20105,0.4866,0.4007,0.1128,0.0778,0.2169,0.4228,75,164,106,56,89,63,3468,3637,4376,4663,2609,1388,1016,3176,3702,4343,4321,2436,1245,1256,1,15,28,42,16,5,5,15,67,82,49,18,1,1,2,28,241,784,713,471,262,18,177,820,1548,1180,585,351,
2026,0.168878,0.009812,7269,351,30,45,0.607099,351,43043,2500,21882,4769,21161,207769,0,31747,0,20495,1260,2500,3153,4769,0.5828,13721,8300,9596,20535,0.4850,0.4016,0.1133,0.0763,0.2096,0.4211,77,149,125,51,122,41,3576,3802,4468,4787,2728,1463,1058,3298,3734,4456,4524,2555,1293,1301,5,15,41,46,9,5,2,9,55,73,63,22,5,1,2,37,223,760,723,474,281,14,176,773,1593,1223,616,374,
2027,0.165043,0.008783,7337,326,29,46,0.623416,326,44455,2485,22594,4852,21861,221012,0,32245,0,21212,1295,2485,3279,4852,0.5927,14096,8511,9854,20971,0.4845,0.4011,0.1144,0.0744,0.2040,0.4121,69,148,109,46,107,58,3628,3964,4585,4939,2849,1531,1098,3406,3780,4644,4657,2678,1356,1340,1,20,35,42,17,1,1,6,56,63,57,21,5,1,3,38,224,740,707,482,291,13,148,780,1578,1274,648,411,
2028,0.161939,0.009430,7438,363,27,46,0.630411,363,45931,2504,23357,4934,22574,234853,0,32689,0,22005,1324,2504,3365,4934,0.6004,14500,8720,10116,21425,0.4834,0.4019,0.1147,0.0732,0.1983,0.4083,75,153,135,33,105,71,3780,4077,4667,5075,3006,1597,1155,3526,3850,4754,4829,2815,1417,1383,3,16,42,51,21,3,3,14,66,75,53,14,2,0,2,36,227,719,720,492,308,18,158,740,1597,1301,682,438,
2029,0.159778,0.009527,7565,379,38,54,0.644151,379,47347,2524,24056,5041,23291,248960,0,33097,0,22698,1385,2524,3488,5041,0.6096,14908,8921,10368,21894,0.4827,0.4015,0.1158,0.0721,0.1945,0.4047,82,166,131,44,105,52,3842,4196,4783,5212,3174,1646,1203,3636,3910,4887,4950,2981,1489,1438,2,29,46,42,18,6,1,12,66,68,63,20,4,2,0,48,230,701,718,509,318,14,184,728,1569,1346,728,472,

