Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,2665,2565,1,0,0,0,0,0,0,0,1,0,0.0522,1,0
1975.1667,1975,8,2679,2574,1,0,0,0,0,0,0,0,1,0,0.0523,1,0
1975.2500,1975,12,2687,2575,1,0,0,0,0,0,0,0,1,0,0.0521,1,0
1975.3333,1975,16,2692,2584,1,0,0,0,0,0,0,0,1,0,0.0520,1,0
1975.4167,1975,20,2696,2598,1,0,0,0,0,0,0,0,1,0,0.0519,1,0
1975.5000,1975,24,2699,2601,1,0,0,0,0,0,0,0,1,0,0.0511,1,0
1975.5833,1975,28,2707,2609,1,0,0,0,0,0,0,0,1,0,0.0510,1,0
1975.6667,1975,32,2717,2629,1,0,0,0,0,0,0,0,1,0,0.0508,1,0
1975.7500,1975,36,2718,2629,1,0,0,0,0,0,0,0,1,0,0.0508,1,0
1975.8333,1975,40,2730,2630,1,0,0,0,0,0,0,0,1,0,0.0505,1,0
1975.9167,1975,44,2742,2640,1,0,0,0,0,0,0,0,1,0,0.0503,1,0
1976.0000,1976,0,2746,2643,1,0,0,0,0,0,0,0,1,0,0.0503,1,0
1976.0833,1976,4,2755,2658,1,0,0,0,0,0,0,0,1,0,0.0505,1,0
1976.1667,1976,8,2765,2660,1,0,0,0,0,0,0,0,1,0,0.0506,1,0
1976.2500,1976,12,2770,2664,1,0,0,0,0,0,0,0,1,0,0.0505,1,0
1976.3333,1976,16,2775,2673,1,0,0,0,0,0,0,0,1,0,0.0508,1,0
1976.4167,1976,20,2788,2683,1,0,0,0,0,0,0,0,1,0,0.0516,1,0
1976.5000,1976,24,2791,2687,1,0,0,0,0,0,0,0,1,0,0.0523,1,0
1976.5833,1976,28,2798,2694,1,0,0,0,0,0,0,0,1,0,0.0522,1,0
1976.6667,1976,32,2811,2698,1,0,0,0,0,0,0,0,1,0,0.0519,1,0
1976.7500,1976,36,2817,2695,1,0,0,0,0,0,0,0,1,0,0.0522,1,0
1976.8333,1976,40,2825,2708,1,0,0,0,0,0,0,0,1,0,0.0520,1,0
1976.9167,1976,44,2835,2722,1,0,0,0,0,0,0,0,1,0,0.0522,1,0
1977.0000,1977,0,2840,2728,1,0,0,0,0,0,0,0,1,0,0.0521,1,0
1977.0833,1977,4,2846,2747,3,1,0,0,0,0,0,0,3,1,0.0520,3,1
1977.1667,1977,8,2861,2745,3,1,0,0,0,0,0,0,3,1,0.0524,3,1
1977.2500,1977,12,2863,2751,4,1,0,0,0,0,0,0,4,1,0.0524,4,1
1977.3333,1977,16,2864,2761,4,1,0,0,0,0,0,0,4,1,0.0527,4,1
1977.4167,1977,20,2881,2777,4,1,0,0,0,0,0,0,4,1,0.0524,4,1
1977.5000,1977,24,2891,2779,4,1,0,0,0,0,0,0,4,1,0.0526,4,1
1977.5833,1977,28,2906,2789,4,1,0,0,0,0,0,0,4,1,0.0533,4,1
