Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1992.6667,1992,32,7982,8115,713,1009,0,0,0,0,0,0,713,1009,0.0620,858,1196
1992.7500,1992,36,8000,8127,722,1019,0,0,0,0,0,0,722,1019,0.0621,870,1211
1992.8333,1992,40,8013,8157,731,1041,0,0,0,0,0,0,731,1041,0.0623,886,1234
1992.9167,1992,44,8024,8184,737,1054,0,0,0,0,0,0,737,1054,0.0621,901,1250
1993.0000,1993,0,8042,8200,743,1067,0,0,0,0,0,0,743,1067,0.0622,911,1271
1993.0833,1993,4,8056,8211,739,1078,0,0,0,0,0,0,739,1078,0.0622,916,1286
1993.1667,1993,8,8081,8233,744,1093,0,0,0,0,0,0,744,1093,0.0622,926,1305
1993.2500,1993,12,8100,8252,754,1103,0,0,0,0,0,0,754,1103,0.0621,940,1321
1993.3333,1993,16,8120,8261,762,1120,0,0,0,0,0,0,762,1120,0.0619,951,1346
1993.4167,1993,20,8133,8280,771,1128,0,0,0,0,0,0,771,1128,0.0620,968,1361
1993.5000,1993,24,8157,8305,784,1142,0,0,0,0,0,0,784,1142,0.0622,983,1381
1993.5833,1993,28,8172,8319,791,1155,0,0,0,0,0,0,791,1155,0.0620,995,1402
1993.6667,1993,32,8179,8337,802,1157,0,0,0,0,0,0,802,1157,0.0619,1010,1413
1993.7500,1993,36,8185,8345,815,1169,0,0,0,0,0,0,815,1169,0.0619,1026,1431
1993.8333,1993,40,8208,8357,830,1189,0,0,0,0,0,0,830,1189,0.0620,1044,1455
1993.9167,1993,44,8232,8393,836,1199,0,0,0,0,0,0,836,1199,0.0620,1057,1473
1994.0000,1994,0,8256,8417,845,1216,0,0,0,0,0,0,845,1216,0.0620,1070,1495
1994.0833,1994,4,8280,8436,853,1222,0,0,0,0,0,0,853,1222,0.0621,1081,1506
1994.1667,1994,8,8299,8455,864,1229,0,0,0,0,0,0,864,1229,0.0622,1094,1523
1994.2500,1994,12,8324,8483,877,1244,0,0,0,0,0,0,877,1244,0.0621,1111,1543
1994.3333,1994,16,8347,8514,888,1264,0,0,0,0,0,0,888,1264,0.0619,1127,1570
1994.4167,1994,20,8366,8532,894,1276,0,0,0,0,0,0,894,1276,0.0619,1142,1588
1994.5000,1994,24,8380,8538,900,1283,0,0,0,0,0,0,900,1283,0.0618,1152,1604
1994.5833,1994,28,8414,8560,915,1296,0,0,0,0,0,0,915,1296,0.0616,1170,1621
1994.6667,1994,32,8431,8575,923,1307,0,0,0,0,0,0,923,1307,0.0613,1183,1641
1994.7500,1994,36,8448,8593,926,1319,0,0,0,0,0,0,926,1319,0.0614,1192,1658
1994.8333,1994,40,8476,8600,932,1327,0,0,0,0,0,0,932,1327,0.0612,1203,1675
1994.9167,1994,44,8492,8607,939,1345,0,0,0,0,0,0,939,1345,0.0611,1217,1703
1995.0000,1995,0,8516,8626,943,1357,0,0,0,0,0,0,943,1357,0.0613,1227,1722
1995.0833,1995,4,8533,8645,947,1363,0,0,0,0,0,0,947,1363,0.0616,1240,1733
1995.1667,1995,8,8549,8673,954,1375,0,0,0,0,0,0,954,1375,0.0614,1250,1752
1995.2500,1995,12,8558,8699,959,1397,0,0,0,0,0,0,959,1397,0.0615,1264,1777
1995.3333,1995,16,8592,8721,970,1401,0,0,0,0,0,0,970,1401,0.0612,1283,1791
1995.4167,1995,20,8615,8735,979,1416,0,0,0,0,0,0,979,1416,0.0614,1300,1812
1995.5000,1995,24,8634,8752,981,1428,0,0,0,0,0,0,981,1428,0.0613,1310,1836
1995.5833,1995,28,8657,8761,988,1428,0,0,0,0,0,0,988,1428,0.0611,1324,1854
1995.6667,1995,32,8683,8789,989,1435,0,0,0,0,0,0,989,1435,0.0613,1330,1871
1995.7500,1995,36,8703,8812,993,1450,0,0,0,0,0,0,993,1450,0.0616,1340,1895
1995.8333,1995,40,8729,8830,1002,1463,0,0,0,0,0,0,1002,1463,0.0614,1351,1915
1995.9167,1995,44,8745,8851,1009,1475,0,0,0,0,0,0,1009,1475,0.0614,1363,1934
1996.0000,1996,0,8769,8865,1017,1481,0,0,0,0,0,0,1017,1481,0.0615,1383,1948
1996.0833,1996,4,8794,8877,1021,1493,0,0,0,0,0,0,1021,1493,0.0612,1395,1966
1996.1667,1996,8,8813,8894,1024,1504,0,0,0,0,0,0,1024,1504,0.0613,1403,1984
1996.2500,1996,12,8840,8915,1034,1521,0,0,0,0,0,0,1034,1521,0.0614,1420,2007
1996.3333,1996,16,8861,8939,1042,1529,0,0,0,0,0,0,1042,1529,0.0614,1437,2022
1996.4167,1996,20,8879,8960,1051,1540,0,0,0,0,0,0,1051,1540,0.0615,1455,2040
1996.5000,1996,24,8900,8969,1064,1550,0,0,0,0,0,0,1064,1550,0.0613,1473,2062
1996.5833,1996,28,8919,8993,1073,1559,0,0,0,0,0,0,1073,1559,0.0612,1489,2079
1996.6667,1996,32,8946,9017,1083,1569,0,0,0,0,0,0,1083,1569,0.0610,1505,2099
1996.7500,1996,36,8970,9032,1098,1576,0,0,0,0,0,0,1098,1576,0.0611,1523,2117
1996.8333,1996,40,8988,9055,1103,1592,0,0,0,0,0,0,1103,1592,0.0609,1536,2139
1996.9167,1996,44,9012,9067,1120,1603,0,0,0,0,0,0,1120,1603,0.0611,1555,2160
1997.0000,1997,0,9034,9082,1130,1613,0,0,0,0,0,0,1130,1613,0.0613,1574,2181
1997.0833,1997,4,9066,9097,1141,1620,0,0,0,0,0,0,1141,1620,0.0613,1588,2195
1997.1667,1997,8,9091,9115,1146,1626,0,0,0,0,0,0,1146,1626,0.0614,1600,2209
1997.2500,1997,12,9116,9136,1155,1637,0,0,0,0,0,0,1155,1637,0.0614,1614,2232
1997.3333,1997,16,9135,9159,1163,1644,0,0,0,0,0,0,1163,1644,0.0612,1628,2249
1997.4167,1997,20,9165,9176,1174,1667,0,0,0,0,0,0,1174,1667,0.0614,1644,2281
1997.5000,1997,24,9189,9188,1184,1674,0,0,0,0,0,0,1184,1674,0.0615,1659,2300
1997.5833,1997,28,9216,9224,1189,1682,0,0,0,0,0,0,1189,1682,0.0614,1671,2317
1997.6667,1997,32,9243,9246,1192,1690,0,0,0,0,0,0,1192,1690,0.0617,1683,2333
1997.7500,1997,36,9249,9271,1198,1693,0,0,0,0,0,0,1198,1693,0.0616,1699,2351
1997.8333,1997,40,9271,9284,1208,1697,0,0,0,0,0,0,1208,1697,0.0616,1718,2365
1997.9167,1997,44,9292,9304,1212,1707,0,0,0,0,0,0,1212,1707,0.0613,1732,2385
1998.0000,1998,0,9317,9323,1218,1703,0,0,0,0,0,0,1218,1703,0.0615,1743,2393
1998.0833,1998,4,9344,9341,1228,1709,0,0,0,0,0,0,1228,1709,0.0616,1763,2410
1998.1667,1998,8,9370,9360,1245,1720,0,0,0,0,0,0,1245,1720,0.0617,1787,2430
1998.2500,1998,12,9381,9370,1250,1732,0,0,0,0,0,0,1250,1732,0.0615,1801,2450
1998.3333,1998,16,9401,9388,1258,1736,0,0,0,0,0,0,1258,1736,0.0614,1818,2467
1998.4167,1998,20,9412,9402,1254,1739,0,0,0,0,0,0,1254,1739,0.0612,1829,2487
1998.5000,1998,24,9441,9425,1262,1749,0,0,0,0,0,0,1262,1749,0.0614,1844,2504
1998.5833,1998,28,9464,9439,1276,1759,0,0,0,0,0,0,1276,1759,0.0616,1865,2530
1998.6667,1998,32,9485,9448,1291,1767,0,0,0,0,0,0,1291,1767,0.0619,1887,2551
1998.7500,1998,36,9509,9471,1302,1782,0,0,0,0,0,0,1302,1782,0.0620,1905,2575
1998.8333,1998,40,9521,9495,1310,1799,0,0,0,0,0,0,1310,1799,0.0626,1924,2602
1998.9167,1998,44,9535,9509,1325,1813,0,0,0,0,0,0,1325,1813,0.0625,1947,2624
1999.0000,1999,0,9549,9528,1326,1828,0,0,0,0,0,0,1326,1828,0.0625,1957,2646
1999.0833,1999,4,9560,9567,1328,1837,0,0,0,0,0,0,1328,1837,0.0630,1970,2663
1999.1667,1999,8,9582,9589,1339,1851,0,0,0,0,0,0,1339,1851,0.0628,1989,2689
